,age,gender,grade,height,weight,helmet,active,lifting
5874,14.0,female,9.0,1.68,81.65,never,2.0,1.0
5875,14.0,female,9.0,1.6,68.04,never,2.0,2.0
5876,14.0,female,9.0,1.65,86.64,never,2.0,1.0
5877,14.0,female,9.0,1.7,68.04,not riding,2.0,1.0
5878,14.0,female,9.0,1.7,58.97,never,2.0,1.0
5879,14.0,female,9.0,1.68,81.65,not riding,2.0,2.0
5880,14.0,female,9.0,1.6,43.09,never,2.0,2.0
5881,14.0,female,9.0,1.73,58.97,never,1.0,1.0
5882,14.0,female,9.0,1.57,54.43,never,1.0,1.0
5883,14.0,female,9.0,1.7,70.76,never,1.0,1.0
5884,14.0,female,9.0,1.65,65.77,never,2.0,2.0
5885,14.0,female,9.0,1.7,50.35,never,2.0,1.0
5886,14.0,female,9.0,1.68,53.07,never,1.0,2.0
5887,14.0,female,9.0,1.65,66.68,never,2.0,2.0
5888,14.0,female,9.0,1.52,49.9,not riding,2.0,2.0
5889,14.0,female,9.0,1.63,62.14,never,2.0,1.0
5890,14.0,female,9.0,1.6,52.16,never,2.0,1.0
5891,14.0,female,9.0,1.55,50.8,never,2.0,2.0
5892,14.0,female,9.0,1.57,68.04,never,2.0,2.0
5893,14.0,female,9.0,1.63,46.27,never,2.0,2.0
5894,14.0,female,9.0,1.6,39.92,never,2.0,1.0
5895,14.0,female,9.0,1.63,56.7,not riding,2.0,2.0
5896,14.0,female,9.0,1.63,54.43,never,2.0,1.0
5897,14.0,female,9.0,1.63,45.36,rarely,2.0,1.0
5898,14.0,female,9.0,1.6,55.34,never,2.0,2.0
5899,14.0,female,9.0,1.6,64.41,never,2.0,2.0
5900,14.0,female,9.0,1.7,52.16,never,2.0,1.0
5901,14.0,female,9.0,1.55,52.16,not riding,2.0,2.0
5902,14.0,female,9.0,1.63,58.97,never,2.0,2.0
5903,14.0,female,9.0,1.52,35.38,never,2.0,2.0
5904,14.0,female,9.0,1.55,46.27,never,2.0,2.0
5905,14.0,female,9.0,1.45,43.55,never,1.0,2.0
5906,14.0,female,9.0,1.57,44.45,rarely,1.0,2.0
5907,14.0,female,9.0,1.73,101.61,never,2.0,2.0
5908,14.0,female,9.0,1.57,48.08,never,2.0,2.0
5909,14.0,female,9.0,1.63,50.35,never,1.0,1.0
5910,14.0,female,9.0,1.68,55.34,never,2.0,2.0
5911,14.0,female,9.0,1.75,68.49,never,2.0,1.0
5912,14.0,female,9.0,1.68,54.43,never,2.0,2.0
5913,14.0,female,9.0,1.7,69.4,never,2.0,2.0
5914,14.0,female,9.0,1.63,52.16,not riding,2.0,2.0
5915,14.0,female,9.0,1.7,79.83,most of the time,2.0,2.0
5916,14.0,female,9.0,1.63,77.11,never,2.0,1.0
5917,14.0,female,9.0,1.65,49.9,never,2.0,1.0
5918,14.0,female,9.0,1.78,61.24,never,2.0,2.0
5919,14.0,female,9.0,1.73,54.43,never,2.0,1.0
5920,14.0,female,9.0,1.68,68.04,never,2.0,1.0
5921,14.0,female,9.0,1.6,54.43,never,1.0,1.0
5922,14.0,female,9.0,1.68,89.81,never,1.0,2.0
5923,14.0,female,9.0,1.6,54.43,not riding,2.0,1.0
5924,14.0,female,9.0,1.6,49.44,never,2.0,1.0
5925,14.0,female,9.0,1.63,58.97,not riding,2.0,2.0
5926,14.0,female,9.0,1.57,51.26,not riding,2.0,1.0
5927,14.0,female,9.0,1.65,64.41,never,2.0,2.0
5928,14.0,female,9.0,1.57,49.9,never,2.0,2.0
5929,14.0,female,9.0,1.68,46.27,never,2.0,1.0
5930,14.0,female,9.0,1.68,49.9,never,1.0,1.0
5931,14.0,female,9.0,1.45,43.55,never,2.0,1.0
5932,14.0,female,9.0,1.68,66.23,not riding,2.0,2.0
5933,14.0,female,9.0,1.52,49.9,never,1.0,1.0
5934,14.0,female,9.0,1.63,52.62,not riding,1.0,2.0
5935,14.0,female,9.0,1.7,117.94,not riding,2.0,2.0
5936,14.0,female,9.0,1.6,81.65,never,2.0,1.0
5937,14.0,female,9.0,1.6,63.05,not riding,2.0,1.0
5938,14.0,female,9.0,1.73,69.85,always,2.0,1.0
5939,14.0,female,9.0,1.7,59.88,never,1.0,1.0
5940,14.0,female,9.0,1.65,54.43,not riding,2.0,2.0
5941,14.0,female,9.0,1.55,47.63,most of the time,2.0,1.0
5942,14.0,female,9.0,1.7,57.61,never,2.0,2.0
5943,14.0,female,9.0,1.55,54.43,never,2.0,1.0
5944,14.0,female,9.0,1.6,51.71,never,2.0,2.0
5945,14.0,female,9.0,1.7,57.15,rarely,2.0,1.0
5946,14.0,female,9.0,1.7,79.38,never,1.0,1.0
5947,14.0,female,9.0,1.57,54.43,rarely,1.0,1.0
5948,14.0,female,9.0,1.6,70.31,not riding,2.0,2.0
5949,14.0,female,9.0,1.5,63.5,always,1.0,1.0
5950,14.0,female,9.0,1.65,60.78,never,2.0,1.0
5951,14.0,female,9.0,1.65,53.98,not riding,2.0,1.0
5952,14.0,female,9.0,1.6,67.59,not riding,2.0,1.0
5953,14.0,female,9.0,1.57,61.69,sometimes,1.0,1.0
5954,14.0,female,9.0,1.57,58.97,never,2.0,2.0
5955,14.0,female,9.0,1.5,47.17,sometimes,2.0,2.0
5956,14.0,female,9.0,1.52,46.72,not riding,2.0,2.0
5957,14.0,female,9.0,1.6,55.79,never,2.0,1.0
5958,14.0,female,9.0,1.55,51.71,not riding,2.0,2.0
5959,14.0,female,9.0,1.6,54.43,sometimes,2.0,2.0
5960,14.0,female,9.0,1.63,52.16,never,2.0,2.0
5961,14.0,female,9.0,1.63,49.9,rarely,1.0,1.0
5962,14.0,female,9.0,1.68,58.97,never,2.0,2.0
5963,14.0,female,9.0,1.65,60.33,not riding,2.0,1.0
5964,14.0,female,9.0,1.52,45.81,not riding,1.0,1.0
5965,14.0,female,9.0,1.5,66.68,never,1.0,1.0
5966,14.0,female,9.0,1.68,52.16,not riding,2.0,2.0
5967,14.0,female,9.0,1.7,58.97,not riding,2.0,1.0
5968,14.0,female,9.0,1.68,58.97,never,1.0,1.0
5969,14.0,female,9.0,1.57,49.44,never,1.0,1.0
5970,14.0,female,9.0,1.57,47.17,rarely,1.0,1.0
5971,14.0,female,9.0,1.55,46.72,never,2.0,1.0
5972,14.0,female,9.0,1.65,60.78,never,2.0,1.0
5973,14.0,female,9.0,1.6,89.36,not riding,2.0,2.0
5974,14.0,female,9.0,1.63,54.89,never,2.0,2.0
5975,14.0,female,9.0,1.57,53.52,rarely,2.0,2.0
5976,14.0,female,9.0,1.73,88.91,never,2.0,1.0
5977,14.0,female,9.0,1.7,74.84,never,2.0,2.0
5978,14.0,female,9.0,1.55,44.45,never,2.0,2.0
5979,14.0,female,9.0,1.52,39.01,never,2.0,2.0
5980,14.0,female,9.0,1.57,59.88,not riding,1.0,1.0
5981,14.0,female,9.0,1.6,56.25,never,2.0,2.0
5982,14.0,female,9.0,1.52,51.26,not riding,2.0,2.0
5983,14.0,female,9.0,1.6,55.34,never,2.0,2.0
5984,14.0,female,9.0,1.52,45.36,most of the time,1.0,2.0
5985,14.0,female,9.0,1.52,49.9,never,1.0,1.0
5986,14.0,female,9.0,1.45,45.36,never,2.0,2.0
5987,14.0,female,9.0,1.7,78.93,rarely,2.0,2.0
5988,14.0,female,9.0,1.55,59.88,never,2.0,1.0
5989,14.0,female,9.0,1.7,68.04,never,2.0,2.0
5990,14.0,female,9.0,1.65,81.19,never,1.0,1.0
5991,14.0,female,9.0,1.65,54.43,not riding,2.0,2.0
5992,14.0,female,9.0,1.6,53.07,never,1.0,1.0
5993,14.0,female,9.0,1.63,95.26,never,1.0,1.0
5994,14.0,female,9.0,1.6,55.34,never,2.0,1.0
5995,14.0,female,9.0,1.73,63.05,sometimes,2.0,2.0
5996,14.0,female,9.0,1.5,49.9,most of the time,1.0,1.0
5997,14.0,female,9.0,1.55,72.58,never,2.0,2.0
5998,14.0,female,9.0,1.63,47.63,never,2.0,2.0
5999,14.0,female,9.0,1.65,56.7,never,1.0,1.0
6000,14.0,female,9.0,1.63,86.18,not riding,2.0,2.0
6001,14.0,female,9.0,1.5,61.69,never,2.0,2.0
6002,14.0,female,9.0,1.47,44.45,never,2.0,2.0
6003,14.0,female,9.0,1.63,48.99,not riding,2.0,2.0
6004,14.0,female,9.0,1.6,49.44,never,2.0,2.0
6005,14.0,female,9.0,1.57,63.5,not riding,2.0,2.0
6006,14.0,female,9.0,1.63,81.65,never,2.0,2.0
6007,14.0,female,9.0,1.63,64.86,never,2.0,2.0
6008,14.0,female,9.0,1.68,74.84,never,1.0,1.0
6009,14.0,female,9.0,1.45,52.16,always,2.0,1.0
6010,14.0,female,9.0,1.63,64.41,always,1.0,1.0
6011,14.0,female,9.0,1.6,71.67,not riding,1.0,1.0
6012,14.0,female,9.0,1.63,59.88,never,2.0,1.0
6013,14.0,female,9.0,1.52,47.17,never,2.0,1.0
6014,14.0,female,9.0,1.63,54.89,never,2.0,2.0
6015,14.0,female,9.0,1.57,58.06,not riding,2.0,2.0
6016,14.0,female,9.0,1.52,49.9,never,2.0,1.0
6017,14.0,female,9.0,1.52,36.29,never,2.0,2.0
6018,14.0,female,9.0,1.63,58.97,never,2.0,2.0
6019,14.0,female,9.0,1.57,72.58,never,1.0,2.0
6020,14.0,female,9.0,1.57,49.9,rarely,2.0,2.0
6021,14.0,female,9.0,1.57,62.14,not riding,2.0,2.0
6022,14.0,female,9.0,1.65,44.0,never,2.0,2.0
6023,14.0,female,9.0,1.52,44.45,not riding,2.0,2.0
6024,14.0,female,9.0,1.65,52.62,rarely,2.0,1.0
6025,14.0,female,9.0,1.83,65.77,never,2.0,1.0
6026,14.0,female,9.0,1.68,70.31,never,2.0,2.0
6027,14.0,female,9.0,1.6,81.65,not riding,2.0,2.0
6028,14.0,female,9.0,1.57,42.18,always,1.0,2.0
6029,14.0,female,9.0,1.55,52.16,never,1.0,1.0
6030,14.0,female,9.0,1.6,70.76,not riding,2.0,1.0
6031,14.0,female,9.0,1.6,51.26,never,2.0,2.0
6032,14.0,female,9.0,1.75,73.48,sometimes,2.0,2.0
6033,14.0,female,9.0,1.65,58.06,not riding,2.0,2.0
6034,14.0,female,9.0,1.55,68.95,never,2.0,1.0
6035,14.0,female,9.0,1.68,55.34,not riding,2.0,1.0
6036,14.0,female,9.0,1.55,53.52,not riding,1.0,1.0
6037,14.0,female,9.0,1.68,54.43,never,2.0,2.0
6038,14.0,female,9.0,1.4,48.99,never,1.0,2.0
6039,14.0,female,9.0,1.65,86.18,never,1.0,1.0
6040,14.0,female,9.0,1.68,73.94,never,2.0,2.0
6041,14.0,female,9.0,1.6,49.9,not riding,2.0,1.0
6042,14.0,female,9.0,1.5,48.99,never,2.0,2.0
6043,14.0,female,9.0,1.65,56.25,not riding,2.0,2.0
6044,14.0,female,9.0,1.52,54.43,not riding,1.0,2.0
6045,14.0,female,9.0,1.68,54.89,never,2.0,1.0
6046,14.0,female,9.0,1.57,56.7,never,2.0,2.0
6047,14.0,female,9.0,1.57,58.97,never,2.0,1.0
6048,14.0,female,9.0,1.55,58.97,not riding,2.0,1.0
6049,14.0,female,9.0,1.6,49.9,never,2.0,1.0
6050,14.0,female,9.0,1.57,64.41,not riding,2.0,2.0
6051,14.0,female,9.0,1.57,51.26,never,1.0,1.0
6052,14.0,female,9.0,1.65,52.16,never,1.0,2.0
6053,14.0,female,9.0,1.68,54.43,always,2.0,1.0
6054,14.0,female,9.0,1.73,47.63,not riding,1.0,1.0
6055,14.0,female,9.0,1.55,52.16,never,2.0,2.0
6056,14.0,female,9.0,1.5,44.45,never,2.0,2.0
6057,14.0,female,9.0,1.68,62.14,never,2.0,1.0
6058,14.0,female,9.0,1.65,82.56,not riding,2.0,2.0
6059,14.0,female,9.0,1.65,44.0,never,1.0,2.0
6060,14.0,female,9.0,1.65,62.6,never,2.0,1.0
6061,14.0,female,9.0,1.63,54.43,never,2.0,2.0
6062,14.0,female,9.0,1.52,56.7,not riding,2.0,2.0
6063,14.0,female,9.0,1.63,46.72,not riding,2.0,2.0
6064,14.0,female,9.0,1.73,90.72,never,2.0,1.0
6065,14.0,female,9.0,1.73,55.34,never,2.0,1.0
6066,14.0,female,9.0,1.65,65.77,never,2.0,2.0
6067,14.0,female,9.0,1.52,54.43,never,2.0,1.0
6068,14.0,female,9.0,1.63,80.74,not riding,2.0,2.0
6069,14.0,female,9.0,1.57,61.24,never,2.0,2.0
6070,14.0,female,9.0,1.55,53.07,not riding,2.0,1.0
6071,14.0,female,9.0,1.55,43.55,most of the time,2.0,1.0
6072,14.0,female,9.0,1.75,70.31,never,2.0,1.0
6073,14.0,female,9.0,1.73,58.06,never,2.0,2.0
6074,14.0,female,9.0,1.7,68.04,not riding,2.0,2.0
6075,14.0,female,9.0,1.6,79.38,never,2.0,2.0
6076,14.0,female,9.0,1.52,52.16,never,2.0,1.0
6077,14.0,female,9.0,1.55,49.9,not riding,2.0,2.0
6078,14.0,female,9.0,1.52,50.8,never,2.0,1.0
6079,14.0,female,9.0,1.55,59.42,never,2.0,2.0
6080,14.0,female,9.0,1.57,74.84,never,2.0,1.0
6081,14.0,female,9.0,1.63,69.4,never,1.0,1.0
6082,14.0,female,9.0,1.6,52.16,not riding,2.0,2.0
6083,14.0,female,10.0,1.5,58.97,not riding,2.0,1.0
6084,14.0,female,9.0,1.57,54.89,never,2.0,2.0
6085,14.0,female,9.0,1.6,52.16,never,2.0,2.0
6086,14.0,female,9.0,1.63,87.54,never,2.0,2.0
6087,14.0,female,9.0,1.5,54.43,never,2.0,2.0
6088,14.0,female,9.0,1.63,54.43,never,2.0,2.0
6089,14.0,female,9.0,1.75,70.31,never,2.0,1.0
6090,14.0,female,9.0,1.5,48.08,sometimes,1.0,1.0
6091,14.0,female,9.0,1.57,44.0,never,2.0,1.0
6092,14.0,female,9.0,1.5,45.81,sometimes,2.0,2.0
6093,14.0,female,9.0,1.73,58.97,sometimes,2.0,2.0
6094,14.0,female,9.0,1.55,50.35,not riding,2.0,1.0
6095,14.0,female,9.0,1.7,45.36,sometimes,2.0,1.0
6096,14.0,female,9.0,1.73,72.58,sometimes,2.0,2.0
6097,14.0,female,9.0,1.65,49.44,most of the time,1.0,1.0
6098,14.0,female,9.0,1.57,51.71,never,1.0,2.0
6099,14.0,female,9.0,1.6,50.8,most of the time,2.0,1.0
6100,14.0,female,9.0,1.7,56.7,never,2.0,2.0
6101,14.0,female,9.0,1.52,45.36,never,2.0,2.0
6102,14.0,female,9.0,1.63,63.5,not riding,2.0,1.0
6103,14.0,female,9.0,1.65,52.62,rarely,1.0,1.0
6104,14.0,female,9.0,1.6,50.35,not riding,2.0,2.0
6105,14.0,female,9.0,1.68,54.43,not riding,2.0,1.0
6106,14.0,female,9.0,1.65,63.5,not riding,2.0,1.0
6107,14.0,female,9.0,1.73,72.58,never,1.0,1.0
6108,14.0,female,9.0,1.73,68.04,most of the time,2.0,1.0
6109,14.0,female,9.0,1.65,49.9,never,2.0,2.0
6110,14.0,female,9.0,1.63,52.16,never,2.0,1.0
6111,14.0,female,9.0,1.7,61.69,never,1.0,1.0
6112,14.0,female,9.0,1.6,83.92,rarely,2.0,2.0
6113,14.0,female,9.0,1.6,47.63,never,2.0,1.0
6114,14.0,female,9.0,1.63,55.79,sometimes,2.0,2.0
6115,14.0,female,9.0,1.57,46.72,sometimes,2.0,1.0
6116,14.0,female,9.0,1.7,42.64,not riding,2.0,1.0
6117,14.0,female,9.0,1.57,68.04,sometimes,2.0,2.0
6118,14.0,female,9.0,1.68,56.7,rarely,2.0,2.0
6119,14.0,female,9.0,1.57,53.98,never,2.0,1.0
6120,14.0,female,9.0,1.68,70.76,never,2.0,2.0
6121,14.0,female,9.0,1.65,54.43,never,2.0,2.0
6122,14.0,female,9.0,1.47,40.82,rarely,2.0,2.0
6123,14.0,female,9.0,1.57,58.97,never,2.0,2.0
6124,14.0,female,9.0,1.55,58.51,never,2.0,2.0
6125,14.0,female,9.0,1.55,46.72,never,2.0,2.0
6126,14.0,female,9.0,1.73,47.63,never,2.0,2.0
6127,14.0,female,9.0,1.6,58.97,not riding,2.0,1.0
6128,14.0,female,9.0,1.52,34.02,never,2.0,2.0
6129,14.0,female,9.0,1.5,54.43,rarely,2.0,1.0
6130,14.0,female,9.0,1.57,51.71,never,1.0,1.0
6131,14.0,female,9.0,1.52,66.68,never,2.0,1.0
6132,14.0,female,9.0,1.75,44.45,never,1.0,1.0
6133,14.0,female,9.0,1.63,47.63,never,1.0,1.0
6134,14.0,female,9.0,1.6,57.15,not riding,2.0,2.0
6135,14.0,female,9.0,1.68,58.97,sometimes,2.0,1.0
6136,14.0,female,9.0,1.5,56.7,never,2.0,2.0
6137,14.0,female,9.0,1.55,52.16,not riding,2.0,1.0
6138,14.0,female,9.0,1.57,49.9,rarely,1.0,1.0
6139,14.0,female,9.0,1.57,68.04,not riding,2.0,2.0
6140,14.0,female,9.0,1.65,58.51,rarely,1.0,2.0
6141,14.0,female,9.0,1.6,54.43,never,2.0,1.0
6142,14.0,female,9.0,1.57,73.48,rarely,2.0,1.0
6143,14.0,female,9.0,1.73,68.04,not riding,2.0,2.0
6144,14.0,female,9.0,1.65,49.9,not riding,1.0,2.0
6145,14.0,female,9.0,1.6,36.74,rarely,2.0,2.0
6146,14.0,female,9.0,1.65,68.04,not riding,2.0,2.0
6147,14.0,female,9.0,1.63,56.7,not riding,1.0,1.0
6148,14.0,female,9.0,1.63,54.43,not riding,2.0,2.0
6149,14.0,female,9.0,1.5,53.52,not riding,2.0,2.0
6150,14.0,female,9.0,1.7,60.33,not riding,2.0,1.0
6151,14.0,female,9.0,1.7,81.65,never,2.0,2.0
6152,14.0,female,9.0,1.55,49.9,never,2.0,1.0
6153,14.0,female,9.0,1.7,63.96,not riding,2.0,2.0
6154,14.0,female,9.0,1.57,55.34,never,2.0,2.0
6155,14.0,female,9.0,1.63,65.77,not riding,2.0,2.0
6156,14.0,female,9.0,1.55,47.63,never,2.0,1.0
6157,14.0,female,9.0,1.55,56.7,sometimes,2.0,2.0
6158,14.0,female,9.0,1.65,54.43,always,1.0,2.0
6159,14.0,female,9.0,1.55,52.16,rarely,1.0,1.0
6160,14.0,female,9.0,1.63,65.32,not riding,2.0,1.0
6161,14.0,female,9.0,1.55,54.89,never,2.0,1.0
6162,14.0,female,9.0,1.55,61.69,not riding,2.0,1.0
6163,14.0,female,9.0,1.7,50.35,sometimes,2.0,2.0
6164,14.0,female,9.0,1.57,50.8,never,2.0,1.0
6165,14.0,female,9.0,1.7,56.7,never,2.0,2.0
6166,14.0,female,9.0,1.52,52.16,always,2.0,2.0
6167,14.0,female,9.0,1.57,52.16,never,2.0,2.0
6168,14.0,female,9.0,1.45,42.18,never,2.0,2.0
6169,14.0,female,9.0,1.52,52.16,not riding,2.0,2.0
6170,14.0,female,9.0,1.55,58.06,never,2.0,2.0
6171,14.0,female,9.0,1.57,44.45,never,2.0,2.0
6172,14.0,female,9.0,1.65,57.15,most of the time,2.0,2.0
6173,14.0,female,9.0,1.5,48.54,never,1.0,1.0
6174,14.0,female,9.0,1.63,73.03,not riding,2.0,2.0
6175,14.0,female,9.0,1.7,56.7,never,2.0,2.0
6176,14.0,female,9.0,1.75,90.27,never,2.0,2.0
6177,14.0,female,9.0,1.57,66.23,rarely,2.0,1.0
6178,14.0,female,9.0,1.65,60.78,never,1.0,1.0
6179,14.0,female,9.0,1.47,41.73,never,2.0,2.0
6180,14.0,female,9.0,1.6,52.16,not riding,2.0,2.0
6181,14.0,female,9.0,1.52,43.09,never,2.0,1.0
6182,14.0,female,9.0,1.65,57.61,not riding,2.0,1.0
6183,14.0,female,9.0,1.6,44.45,never,2.0,2.0
6184,14.0,female,9.0,1.57,61.24,not riding,2.0,1.0
6185,14.0,female,9.0,1.52,45.36,never,1.0,1.0
6186,14.0,female,9.0,1.6,79.83,never,2.0,1.0
6187,14.0,female,9.0,1.6,74.84,never,2.0,1.0
6188,14.0,female,9.0,1.63,62.14,always,2.0,1.0
6189,14.0,female,9.0,1.57,54.43,never,2.0,2.0
6190,14.0,female,9.0,1.65,61.24,not riding,2.0,1.0
6191,14.0,female,9.0,1.63,53.52,not riding,2.0,1.0
6192,14.0,female,9.0,1.6,68.04,sometimes,1.0,1.0
6193,14.0,female,9.0,1.6,47.17,never,1.0,1.0
6194,14.0,female,9.0,1.57,60.33,not riding,2.0,1.0
6195,14.0,female,9.0,1.57,63.5,never,2.0,1.0
6196,14.0,female,9.0,1.65,54.43,not riding,1.0,1.0
6197,14.0,female,9.0,1.6,65.77,never,2.0,2.0
6198,14.0,female,9.0,1.65,69.85,never,2.0,2.0
6199,14.0,female,9.0,1.63,63.5,not riding,2.0,1.0
6200,14.0,female,9.0,1.63,48.99,not riding,2.0,2.0
6201,14.0,female,9.0,1.55,58.97,never,2.0,2.0
6202,14.0,female,9.0,1.55,53.98,never,1.0,1.0
6203,14.0,female,9.0,1.65,56.7,never,2.0,2.0
6204,14.0,female,9.0,1.55,57.15,not riding,2.0,2.0
6205,14.0,female,9.0,1.7,70.31,sometimes,2.0,2.0
6206,14.0,female,9.0,1.55,52.16,not riding,2.0,2.0
6207,14.0,female,9.0,1.6,58.97,never,1.0,2.0
6208,14.0,female,9.0,1.6,58.97,not riding,2.0,1.0
6209,14.0,female,9.0,1.8,59.88,always,2.0,1.0
6210,14.0,female,9.0,1.6,59.42,not riding,2.0,1.0
6211,14.0,female,9.0,1.68,52.16,not riding,1.0,1.0
6212,14.0,female,9.0,1.7,106.14,never,2.0,2.0
6213,14.0,female,9.0,1.57,43.09,not riding,2.0,2.0
6214,14.0,female,9.0,1.65,58.97,never,2.0,2.0
6215,14.0,female,9.0,1.68,71.22,not riding,2.0,1.0
6216,14.0,female,9.0,1.52,47.63,never,1.0,1.0
6217,14.0,female,9.0,1.68,51.71,not riding,2.0,2.0
6218,14.0,female,9.0,1.57,71.67,not riding,2.0,2.0
6219,14.0,female,9.0,1.6,51.71,never,2.0,1.0
6220,14.0,female,9.0,1.65,48.08,not riding,2.0,1.0
6221,14.0,female,9.0,1.65,56.7,never,1.0,1.0
6222,14.0,female,9.0,1.75,52.16,never,2.0,2.0
6223,14.0,female,9.0,1.7,59.42,never,2.0,2.0
6224,14.0,female,9.0,1.63,77.11,never,1.0,2.0
6225,14.0,female,9.0,1.55,49.9,rarely,2.0,1.0
6226,14.0,female,9.0,1.65,45.81,never,2.0,1.0
6227,14.0,female,9.0,1.57,44.45,never,2.0,1.0
6228,14.0,female,9.0,1.6,61.24,never,1.0,1.0
6229,14.0,female,9.0,1.52,44.0,never,2.0,1.0
6230,14.0,female,9.0,1.57,97.98,not riding,2.0,1.0
6231,14.0,female,9.0,1.68,68.04,never,2.0,1.0
6232,14.0,female,9.0,1.5,53.07,not riding,1.0,2.0
6233,14.0,female,9.0,1.63,46.27,not riding,2.0,2.0
6234,14.0,female,9.0,1.65,63.5,never,1.0,1.0
6235,14.0,female,9.0,1.68,56.7,never,1.0,2.0
6236,14.0,female,9.0,1.57,48.99,never,1.0,2.0
6237,14.0,female,9.0,1.52,52.16,not riding,2.0,2.0
6238,14.0,female,9.0,1.73,63.5,never,2.0,2.0
6239,14.0,female,9.0,1.65,56.7,never,1.0,1.0
6240,14.0,female,9.0,1.6,45.36,never,2.0,2.0
6241,14.0,female,9.0,1.7,64.41,not riding,1.0,2.0
6242,14.0,female,9.0,1.6,63.05,not riding,2.0,1.0
6243,14.0,female,9.0,1.65,50.35,not riding,2.0,2.0
6244,14.0,female,9.0,1.63,45.36,never,2.0,2.0
6245,14.0,female,9.0,1.7,106.6,never,2.0,1.0
6246,14.0,female,9.0,1.68,48.54,sometimes,2.0,1.0
6247,14.0,female,9.0,1.68,56.25,never,2.0,2.0
6248,14.0,female,9.0,1.65,44.0,never,2.0,1.0
6249,14.0,female,9.0,1.63,63.5,rarely,1.0,1.0
6250,14.0,female,9.0,1.52,52.16,never,2.0,2.0
6251,14.0,female,9.0,1.65,44.91,never,2.0,1.0
6252,14.0,female,9.0,1.65,65.77,not riding,2.0,2.0
6253,14.0,female,9.0,1.65,49.44,not riding,1.0,2.0
6254,14.0,female,9.0,1.57,43.55,not riding,2.0,2.0
6255,14.0,female,9.0,1.7,77.11,not riding,1.0,2.0
6256,14.0,female,9.0,1.63,54.43,not riding,2.0,1.0
6257,14.0,female,9.0,1.57,49.9,not riding,2.0,2.0
6258,14.0,female,10.0,1.57,72.58,rarely,1.0,1.0
6259,14.0,female,9.0,1.6,54.43,not riding,1.0,1.0
6260,14.0,female,9.0,1.63,59.88,never,2.0,2.0
6261,14.0,female,9.0,1.63,60.78,not riding,2.0,2.0
6262,14.0,female,9.0,1.57,58.06,not riding,2.0,2.0
6263,14.0,female,9.0,1.5,52.16,never,2.0,1.0
6264,14.0,female,9.0,1.63,58.97,never,2.0,2.0
6265,14.0,female,9.0,1.5,34.02,not riding,2.0,2.0
6266,14.0,female,9.0,1.68,58.97,not riding,2.0,1.0
6267,14.0,female,9.0,1.55,48.08,always,1.0,1.0
6268,14.0,female,9.0,1.52,49.9,not riding,1.0,1.0
6269,14.0,female,9.0,1.63,46.72,not riding,2.0,1.0
6270,14.0,female,9.0,1.52,40.37,always,2.0,1.0
6271,14.0,female,9.0,1.63,68.04,not riding,2.0,2.0
6272,14.0,female,9.0,1.57,52.62,not riding,2.0,2.0
6273,14.0,female,9.0,1.68,45.36,never,2.0,2.0
6274,14.0,female,9.0,1.55,50.8,not riding,2.0,1.0
6275,14.0,female,9.0,1.65,126.55,not riding,2.0,2.0
6276,14.0,female,9.0,1.57,71.22,never,2.0,2.0
6277,14.0,female,9.0,1.68,56.7,never,2.0,2.0
6278,14.0,female,9.0,1.65,50.8,never,2.0,2.0
6279,14.0,female,9.0,1.6,70.76,never,2.0,2.0
6280,14.0,female,9.0,1.7,59.88,sometimes,1.0,1.0
6281,14.0,female,9.0,1.57,80.74,rarely,2.0,2.0
6282,14.0,female,9.0,1.4,39.46,never,2.0,2.0
6283,14.0,female,9.0,1.68,53.52,not riding,2.0,1.0
6284,14.0,female,9.0,1.65,65.77,never,2.0,1.0
6285,14.0,female,9.0,1.63,46.72,never,1.0,1.0
6286,14.0,female,9.0,1.7,63.5,not riding,2.0,2.0
6287,14.0,female,9.0,1.57,50.8,never,2.0,2.0
6288,14.0,female,9.0,1.6,58.97,rarely,2.0,2.0
6289,14.0,female,9.0,1.68,60.33,never,1.0,1.0
6290,14.0,female,9.0,1.57,48.99,never,2.0,2.0
6291,14.0,female,9.0,1.52,63.5,not riding,2.0,1.0
6292,14.0,female,9.0,1.6,61.24,never,2.0,2.0
6293,14.0,female,9.0,1.75,59.42,always,1.0,1.0
6294,14.0,female,9.0,1.6,52.62,never,1.0,2.0
6295,14.0,female,9.0,1.68,56.7,rarely,1.0,1.0
6296,14.0,female,9.0,1.55,54.43,never,2.0,2.0
6297,14.0,female,9.0,1.55,39.46,never,2.0,2.0
6298,14.0,female,9.0,1.57,52.16,never,1.0,2.0
6299,14.0,female,9.0,1.6,48.08,not riding,2.0,1.0
6300,14.0,female,9.0,1.6,53.07,never,1.0,1.0
6301,14.0,female,9.0,1.73,102.06,never,2.0,1.0
6302,14.0,female,9.0,1.63,55.34,never,2.0,2.0
6303,14.0,female,9.0,1.52,49.9,never,1.0,1.0
6304,14.0,female,9.0,1.47,53.52,not riding,2.0,2.0
6305,14.0,female,9.0,1.52,57.15,not riding,2.0,2.0
6306,14.0,female,9.0,1.52,44.91,never,2.0,2.0
6307,14.0,female,9.0,1.55,49.44,never,2.0,1.0
6308,14.0,female,9.0,1.63,65.77,never,2.0,2.0
6309,14.0,female,9.0,1.63,40.82,not riding,2.0,2.0
6310,14.0,female,9.0,1.68,49.9,not riding,2.0,2.0
